Category,Round
WHERE ARE THEY NOW?,Double Jeopardy!
SAY WHAT?,Double Jeopardy!
LITERARY TOURISM,Final Jeopardy!
THE HIGH COST OF LIVING,Jeopardy!
INSPIRED SONGS,Jeopardy!
PAYING TRIBUTE,Jeopardy!
I'LL HAVE SECONDS,Jeopardy!
NEW TESTAMENT QUOTES,Jeopardy!
KANGAROO WORDS,Jeopardy!
THE HIGH COST OF DYING,Double Jeopardy!
CELEBRITY CRITTERS,Double Jeopardy!
BUILDING VOCABULARY,Double Jeopardy!
"GIVE IT A ""PUSH""",Double Jeopardy!
THE G-8,Jeopardy!
STOCK IT TO ME!,Jeopardy!
"ENDS IN ""SS""",Jeopardy!
"THE ""G""-8",Double Jeopardy!
CATS & DOGS,Double Jeopardy!
WHATCHA EATIN'?,Double Jeopardy!
THEY BLEW US OUT OF THE WATER,Double Jeopardy!
"SORRY, SPORTS FANS",Double Jeopardy!
MUSICALS,Final Jeopardy!
"AN ""IF""FY CATEGORY",Jeopardy!
WONDER YEARS ALUMNI,Double Jeopardy!
"ONE WORD ONLY, PLEASE",Double Jeopardy!
SILVER,Double Jeopardy!
IN THE CABINET,Double Jeopardy!
FORMER WORLD LEADERS,Final Jeopardy!
SHOWTIME AT THE ACROPOLIS,Jeopardy!
BOY SCOUT ACTIVITIES,Jeopardy!
NURSERY RHYME PEOPLE,Jeopardy!
INTERIOR DESIGN,Jeopardy!
EASY ON THE EYES,Jeopardy!
"I LOVE YOU, ""MIN""",Jeopardy!
A MAN ABOUT THE HOUSE,Double Jeopardy!
LYRICS OF THE ARTIST,Double Jeopardy!
BLOGS & BLOGGERS,Double Jeopardy!
CELEBRITIES' FAVORITE BOOKS,Double Jeopardy!
"THE SAME VOWEL, EVERY OTHER LETTER",Double Jeopardy!
BIBLICAL BEASTS,Final Jeopardy!
MYTH-ELLANY,Jeopardy!
COUNTRIES NAMED AFTER PEOPLE,Jeopardy!
REALM OF THE SENSES,Jeopardy!
"SILENT ""K""",Jeopardy!
RALEIGH PEOPLE,Double Jeopardy!
AMAZING SPORTS RECORDS,Double Jeopardy!
GIRLS GONE WILDE,Double Jeopardy!
HALF LIFE,Double Jeopardy!
THE JEP-TONES WORLD TOUR 2006,Jeopardy!
A GAME OF DARTS,Jeopardy!
MIDDLE ENGLISH CLASS,Jeopardy!
YOU HAVE NOTHING TO FEAR,Jeopardy!
BUT FEAR ITSELF,Jeopardy!
RENAISSANCE PAINTERS,Double Jeopardy!
NICOLAS CAGE MOVIES,Double Jeopardy!
WHAT A PIG!,Double Jeopardy!
NAMES OF THE '70s,Double Jeopardy!
"""S""WEETS",Double Jeopardy!
GEOGRAPHIC PHRASES,Double Jeopardy!
PRESIDENTIAL QUOTATIONS,Final Jeopardy!
AMERICAN INDIANS,Jeopardy!
’70s CINEMA,Jeopardy!
“CC”,Jeopardy!
FRENCH PHRASES,Double Jeopardy!
U. S. STATES,Double Jeopardy!
GENERALS,Double Jeopardy!
IT TAKES A THIEF,Double Jeopardy!
KEEPIN' IN SHAPE,Jeopardy!
BY 2000,Jeopardy!
FOOD STUFF,Jeopardy!
"ONLY IN ""L.A.""",Jeopardy!
COUNTRIES NAMED FOR PEOPLE,Double Jeopardy!
"""BAD"" MOVIES",Double Jeopardy!
BOOKS FOR THE BRAVE,Double Jeopardy!
ANIMAL ANAGRAMS,Double Jeopardy!
NON-NATIVE AMERICANS,Double Jeopardy!
U.S. RETAILING,Final Jeopardy!
TECH SUPPORT,Jeopardy!
CLASSIC TV SHOWS BY CHARACTER,Jeopardy!
"YOU, ME & DUE PROCESS",Jeopardy!
"RUNNING ""HOT"" & ""COLD""",Jeopardy!
WEEKEND IN NEW ENGLAND,Jeopardy!
LIVIN' LA VIDA LOBSTER,Jeopardy!
JOE BUCK CALLS HISTORY,Double Jeopardy!
WHO'S YOUR DADDY?,Double Jeopardy!
R.C.,Double Jeopardy!
COLA,Double Jeopardy!
NOVEL INSPIRATIONS,Final Jeopardy!
I DO KNOW JACK,Jeopardy!
RHYMING BRANDS,Jeopardy!
OUR FEATHERED FRIENDS,Jeopardy!
SEASONING GREETINGS,Jeopardy!
BY THE NUMBERS,Jeopardy!
BROADWAY LYRICS,Double Jeopardy!
RING ANNOUNCER,Double Jeopardy!
PLACES TO PAY IN PESOS,Double Jeopardy!
"""PIT""TER, ""PAT""TER",Double Jeopardy!
LITTLE FEAT,Double Jeopardy!
18th CENTURY BRITISH NOVELS,Final Jeopardy!
NATIVE AMERICA,Jeopardy!
EUROPEAN EATS,Jeopardy!
FOLK ETYMOLOGY,Jeopardy!
PLAY,Jeopardy!
THAT FUNKY MUSIC,Jeopardy!
DWIGHT BOY,Jeopardy!
RELATIVITY AT 100,Double Jeopardy!
YOUR LIFE ON THE BIG SCREEN,Double Jeopardy!
TENNESSEE FOR YOURSELF,Double Jeopardy!
FORBES' TOP EXECUTIVE SALARIES,Double Jeopardy!
"""D""-RIGEUR",Double Jeopardy!
ACTING SEQUELITIS,Jeopardy!
THE IVY LEAGUE,Jeopardy!
QUOTED IN BARTLETT'S,Jeopardy!
"IT'S ALL ""GOOD""",Jeopardy!
ON VALENTINE'S DAY,Double Jeopardy!
CANDY IS DANDY,Double Jeopardy!
HEARTS,Double Jeopardy!
STATELY FLOWERS,Double Jeopardy!
THE LANGUAGE OF LOVE,Double Jeopardy!
OLYMPIC HOST COUNTRIES,Final Jeopardy!
BRINGING HOME THE BACON,Jeopardy!
BEFORE I WAS ELECTED,Jeopardy!
BASEBALL IN THE '60s,Jeopardy!
IT'S ELEMENTAL,Jeopardy!
FOREIGN ANIMAL NOISES,Jeopardy!
BRINGING HOME KEVIN BACON,Double Jeopardy!
OCEAN NOTIONS,Double Jeopardy!
A WORLD OF BOOKS,Double Jeopardy!
8-LETTER WORDS,Double Jeopardy!
"""T""-HE",Double Jeopardy!
PLAQUES,Double Jeopardy!
"HELLO, ALEX",Jeopardy!
U.S. HISTORY: THE EARLY 1800s,Jeopardy!
KISS MY GRITS!,Jeopardy!
ANIMAL YOUTH,Jeopardy!
LESSER-KNOWN EXPLORERS,Double Jeopardy!
I NEED MORE COWBELL,Double Jeopardy!
"GOLD, SILVER, BRONZE",Double Jeopardy!
FICTIONAL WOMEN,Double Jeopardy!
FOLK SONGS,Jeopardy!
BRITISH ROYALTY,Double Jeopardy!
THOSE PHABULOUS PHOENICIANS,Double Jeopardy!
WHAT BROUGHT THAT ON?,Jeopardy!
AND DOGGIE MAKES THREE,Jeopardy!
OFFICIAL ALASKAN STATE STUFF,Jeopardy!
THE KENNEDY SPACE CENTER,Jeopardy!
ABOUT SCHMIDT,Jeopardy!
"ON THE ""GO""",Jeopardy!
HEADLINERS ON TOUR,Double Jeopardy!
AUTHORS' CHILDREN,Double Jeopardy!
"""V""",Double Jeopardy!
CIRCUS SLANG,Double Jeopardy!
BRITISH MILITARY HISTORY,Final Jeopardy!
PHILOSOPHERS,Jeopardy!
ST. AUGUSTINE,Jeopardy!
IMMANUEL CAN'T...,Jeopardy!
"NEAT, SHE",Jeopardy!
SPIN-OZA,Jeopardy!
CONFUSE US,Jeopardy!
MOVIE BY CAST,Double Jeopardy!
ORANGE SLICES,Double Jeopardy!
ARE YOU WELL RED?,Double Jeopardy!
"TOO MUCH ""SUN""",Double Jeopardy!
MODERN MATERIALS,Final Jeopardy!
DINOSAURS,Jeopardy!
WOMEN OF COUNTRY,Jeopardy!
WEBSTER'S NEW WORLD COLLEGE DICTIONARY,Jeopardy!
IF IT'S TUESDAY,Jeopardy!
THIS MUST BE BELGIAN,Jeopardy!
"GLOVE, AMERICAN STYLE",Double Jeopardy!
"""G"" PEOPLE",Double Jeopardy!
LATIN CLASS,Double Jeopardy!
ROCKS,Double Jeopardy!
THE 3rd CENTURY B.C.,Jeopardy!
FROM PAGE TO SCREEN,Jeopardy!
FANTASTIC SCAMS,Jeopardy!
BRITISH AUTHORS,Jeopardy!
MSSNG VWLS,Jeopardy!
ROMANIA,Jeopardy!
WELCOME TO OLE MISS,Double Jeopardy!
WOMEN IN SONG,Double Jeopardy!
STATELY MUSEUMS,Double Jeopardy!
"""RO""MANIA",Double Jeopardy!
GRAMMAR,Jeopardy!
CLOSING WORDS IN THE CINEMA,Jeopardy!
MY OFF-SHOW WARDROBE,Jeopardy!
5 PEOPLE WHO'VE NEVER BEEN IN MY KITCHEN,Jeopardy!
A LINE,Jeopardy!
IN THE SAND,Jeopardy!
POP SINGERS,Double Jeopardy!
ALL ABOUT ARTISTS,Double Jeopardy!
LAND OF THE DICTATOR,Double Jeopardy!
_____ OF _____,Double Jeopardy!
TENNIS,Final Jeopardy!
BLACK & WHITE TV,Jeopardy!
GREENLAND,Jeopardy!
PURPLE HAZE,Jeopardy!
"""YELLOW"" FEVER",Jeopardy!
MILITARY TV SHOWS BY CHARACTER,Double Jeopardy!
CHICKEN OR FISH?,Double Jeopardy!
THE EUROPEAN UNION,Double Jeopardy!
"""P""EOPLE",Double Jeopardy!
"5, 5",Double Jeopardy!
I TV,Jeopardy!
RECORD ALBUMS,Double Jeopardy!
POLITICS,Final Jeopardy!
DWELLING ON THE PAST,Jeopardy!
SUV,Jeopardy!
POLITICAL LINGO ORIGINS,Jeopardy!
SPOT THE MISSPELED WORD,Jeopardy!
BEANY,Jeopardy!
CECIL,Jeopardy!
THE SCIENCE OF SOUND,Double Jeopardy!
CREOLE CURIOSITY SHOP,Double Jeopardy!
CRIME TIME,Final Jeopardy!
YE GODS!,Jeopardy!
CHINESE GEOGRAPHY,Jeopardy!
WHAT A WAY TO GO,Jeopardy!
COLLEGE STADIUMS & ARENAS,Jeopardy!
CUTTING-EDGE SCIENCE,Double Jeopardy!
BUSINESS PAIRINGS,Double Jeopardy!
"DIRECTOR""S""",Double Jeopardy!
SILENT B,Double Jeopardy!
GAUL'S GONE WILD!,Double Jeopardy!
SPRING BREAK!,Double Jeopardy!
AREAS OF EXPERTISE,Jeopardy!
AP FEMALE ATHLETES OF THE YEAR,Jeopardy!
"HEY, J.D.",Jeopardy!
REDUCED SHAKESPEARE COMPANY,Jeopardy!
"WHAT HAVE ""V"" HERE",Jeopardy!
EXPERTISE OF AREAS,Double Jeopardy!
MOVIE PORTRAYALS,Double Jeopardy!
THINKERS,Double Jeopardy!
SANTA'S EIGHT TINY REINDEER,Double Jeopardy!
HAIKU D'ETAT,Double Jeopardy!
"IN THE ""RAW""",Double Jeopardy!
TOUCHDOWN!,Jeopardy!
PRACTICAL PARENTING,Jeopardy!
ELEMENTAL RHYME TIME,Jeopardy!
MORE THAN ONE MEANING,Jeopardy!
RIOT!,Double Jeopardy!
"NO, I DON'T NEED A DOCTOR",Double Jeopardy!
COLORFUL BOOKS,Double Jeopardy!
MONEY TALKS,Double Jeopardy!
ATHLETES,Jeopardy!
"FILL THE ""BIL""",Jeopardy!
"""C"" IN PHYSICS",Double Jeopardy!
MIDDLE INITIAL J.,Double Jeopardy!
ANAGRAMMED BIRDS,Double Jeopardy!
ROYAL WIVES,Final Jeopardy!
CLASSIC TV EPISODES,Jeopardy!
CELEBRITY ROOMMATES,Jeopardy!
THAT'S SOUP-ER,Jeopardy!
DID I HEAR THAT RIGHT?,Jeopardy!
YULETIDE FAVORITES,Double Jeopardy!
"THE ""ANTI""-CATEGORY",Double Jeopardy!
BELIZE TO MEET YOU,Double Jeopardy!
HOPE YOU GUESS MY NAME,Double Jeopardy!
POLITICAL HISTORY,Final Jeopardy!
BLOOD TEST,Jeopardy!
1980s FADS,Jeopardy!
FLINCHIUS THE GLADIATOR,Jeopardy!
"HELLO, DALAI",Jeopardy!
NOW THAT'S COMEDY,Jeopardy!
THE ORDINARY JOE,Jeopardy!
EXTRAORDINARY JOES,Double Jeopardy!
MASTERPIECES OF ART,Double Jeopardy!
IT HAPPENED ONE NIGHT,Double Jeopardy!
CELEBRITY EXES,Double Jeopardy!
"""O""s",Double Jeopardy!
MORE SHAKESPEARE: GET USED TO IT,Double Jeopardy!
CABLE TV,Final Jeopardy!
VIDEO-POURRI,Jeopardy!
COSMETICS & PERFUME,Jeopardy!
20th CENTURY LIT,Double Jeopardy!
HEY HEY WE'RE THE MOUNTIES!,Double Jeopardy!
THE SOCIAL SCIENCES,Double Jeopardy!
TOUGH FOOTBALL,Double Jeopardy!
RELIGIOUS TERMS,Final Jeopardy!
PRESIDENTS,Jeopardy!
"""NEW"" ON THE MAP",Jeopardy!
POP SINGERS,Jeopardy!
DOLLS,Jeopardy!
ALL EARS,Jeopardy!
THE THREE R'S,Double Jeopardy!
ONE-LINERS,Jeopardy!
PURSE-ONALITIES,Jeopardy!
TV SERIES FINALES,Jeopardy!
SHE CREATED HIM,Jeopardy!
GOOGLE ME THIS!,Jeopardy!
GIVING BLOOD,Jeopardy!
COLLEGE SPORTS,Double Jeopardy!
THE SEC,Double Jeopardy!
THE MOUNTAIN WEST,Double Jeopardy!
THE PATRIOT LEAGUE,Double Jeopardy!
THE SUN BELT,Double Jeopardy!
"THE BIG ""TEN""",Double Jeopardy!
THE NORTHERNMOST NATION,Jeopardy!
WRIGLEY FIELD,Jeopardy!
BITS & PIECES,Jeopardy!
THE SUPREME COURT,Jeopardy!
AFRICAN MAMMALS,Double Jeopardy!
DON'T SWEAT THE SMALL STUFF,Double Jeopardy!
POP LIT,Double Jeopardy!
BRITS ALIVE!,Double Jeopardy!
A GENRE-OUS HELPING,Double Jeopardy!
"""ANTI""-MATTER",Double Jeopardy!
EARLY AMERICAN HISTORY,Final Jeopardy!
"IT'S TV, IT'S HBO",Jeopardy!
THE LAST EMPEROR,Jeopardy!
CONTRARY TO POPULAR BELIEF,Jeopardy!
TAKE A LETTER,Jeopardy!
"""I""s IN THE PRIZE",Jeopardy!
"IT'S NOT TV, IT'S ""HBO""",Double Jeopardy!
BROADWAY BILLYS,Double Jeopardy!
ADVENTUROUS WOMEN,Double Jeopardy!
"BRITISH ROYAL HOUSE, PLEASE",Double Jeopardy!
LITERARY E-MAIL ADDRESSES,Double Jeopardy!
SUGAR,Double Jeopardy!
COUNTRIES,Final Jeopardy!
AUTHORS & THEIR WORKS,Jeopardy!
IT'S A GROUP THING,Jeopardy!
DOESN'T RHYME WITH SQUAT,Jeopardy!
WATERS OF THE BODY,Double Jeopardy!
FRENCH FILM REMAKES,Double Jeopardy!
BRITISH PRIME MINISTERS,Double Jeopardy!
TOWERS,Double Jeopardy!
FUN WITH ROMAN NUMERALS,Double Jeopardy!
THE NEW YORK TIMES HEADLINES,Jeopardy!
I'LL BE YOUR HOST,Jeopardy!
"FAMOUS ""M""EN",Jeopardy!
BEVERAGES,Jeopardy!
THE SMALLEST IN AREA,Jeopardy!
_____ OF _____,Jeopardy!
SPORTS 2006,Double Jeopardy!
FASHION & BEAUTY,Double Jeopardy!
AN OPERATIC CATEGORY,Double Jeopardy!
"YOU'VE ""GOT""",Double Jeopardy!
A REAL BEATITUDE PROBLEM,Double Jeopardy!
HISTORIC LOCATIONS,Final Jeopardy!
FUN WITH ELEMENTS,Jeopardy!
'80s TV,Jeopardy!
"IT'S ""AL"" DELICIOUS",Jeopardy!
BE PREPARED,Jeopardy!
CAPITAL RIVERS,Double Jeopardy!
THAT'S ENTERTAINMENT,Double Jeopardy!
& IN OTHER NEWS...,Double Jeopardy!
LEGISLATIVE LEGACIES,Double Jeopardy!
DOUBLE THE W,Double Jeopardy!
WHO CARRIED THE STATE?,Jeopardy!
ON THE 1980s MOVIE SOUNDTRACK,Jeopardy!
THE NEW YORK TIMES DINING & WINE,Jeopardy!
SIGN OF THE FOUR,Jeopardy!
"""X"" ""Q""s ME",Jeopardy!
NEW ORLEANS & KATRINA,Jeopardy!
ON BROADWAY 2010,Double Jeopardy!
SPEAKING FLUENT CANADIAN,Double Jeopardy!
LEADERS OF WORLD WAR II,Double Jeopardy!
"BEFORE, DURING & AFTER",Double Jeopardy!
AFRICAN CAPITALS,Final Jeopardy!
THE FDR LIBRARY,Jeopardy!
"TIM, TOM, TAMMY",Jeopardy!
STATE CAPITAL IDEAS,Jeopardy!
AMERICAN LIT,Double Jeopardy!
RIFF RAFF,Double Jeopardy!
1963,Double Jeopardy!
SOUTHERN CALIFORNIA ARCHITECTURE,Double Jeopardy!
HOT BABES,Double Jeopardy!
"A PERFECT ""TEN""",Double Jeopardy!
AUTOMOTIVE HISTORY,Final Jeopardy!
TV SITCOMS BY FAMILY,Jeopardy!
REGION-ISMS,Jeopardy!
GREEN FOOD,Jeopardy!
HOLE,Jeopardy!
"IN THE ""O"" ZONE",Jeopardy!
IT'S POISONOUS,Double Jeopardy!
PLANE CRAZY,Double Jeopardy!
WHAT'S THAT WAR?,Double Jeopardy!
SEWING,Double Jeopardy!
FILL IN THE (BLANK),Double Jeopardy!
HOLLYWOOD TO BROADWAY,Double Jeopardy!
DUKE UNIVERSITY,Jeopardy!
ELVIS FILM ROLES,Jeopardy!
FAMOUS WOMEN,Jeopardy!
SHAKESPEAREAN FIRST NAMES,Jeopardy!
TRAVELIN',Jeopardy!
U.S. COUNTIES,Double Jeopardy!
HALL OF FAMERS,Double Jeopardy!
FROM THE PAGE TO THE STAGE,Double Jeopardy!
"""O"" MAN!",Double Jeopardy!
EPONYMOUS INVENTIONS,Double Jeopardy!
ADDICTED TO ADJECTIVES,Double Jeopardy!
CURRENT ROYALTY,Final Jeopardy!
"MANY ""NATION""s",Jeopardy!
FRENCH HISTORY,Jeopardy!
BRITISH LITERATURE,Jeopardy!
ITALIAN ART,Jeopardy!
SWEDISH ACTRESSES,Jeopardy!
AMERICAN BEER,Jeopardy!
OLD TESTAMENT WOMEN,Double Jeopardy!
ARROWS,Double Jeopardy!
BASEBALL HALL OF FAMERS,Double Jeopardy!
SPACEFLIGHT,Final Jeopardy!
TV ATTORNEYS,Jeopardy!
FASHION STATEMENTS,Jeopardy!
LAW,Jeopardy!
ORDER,Jeopardy!
BOOK TITLE OBJECTS,Double Jeopardy!
BOND...JAMES BOND,Double Jeopardy!
MONEY,Double Jeopardy!
OPERATIC DEMISES,Double Jeopardy!
QUOTATIONS ABOUT LAWYERS,Final Jeopardy!
U.S. GOVT. ABBREV.,Jeopardy!
PERSONAL PRODUCTS,Jeopardy!
THAT '70s SONG,Jeopardy!
THE NORMAN INVASION,Jeopardy!
"""C"" FOR YOURSELF",Jeopardy!
OSCAR,Double Jeopardy!
"""M.E.""",Double Jeopardy!
TOE-KNEE,Double Jeopardy!
THE DIARY OF,Double Jeopardy!
I WISH,Jeopardy!
AMERICAN PEAKS,Jeopardy!
IMPORTED CUISINE,Jeopardy!
THROUGH THE LOOKING-GLASS,Jeopardy!
BURMA POTPOURRI,Double Jeopardy!
BIG WORDS,Double Jeopardy!
WORLD WAR II,Final Jeopardy!
"LADLE, LADLE",Jeopardy!
MADE OF CLAY,Jeopardy!
PHUN WITH PHONICS,Jeopardy!
EVERYTHING!,Double Jeopardy!
AUTHORS' RHYME TIME,Double Jeopardy!
PHUN WITH PHOENICIANS,Double Jeopardy!
TV & LITERATURE,Final Jeopardy!
THE BATTLE OF BULL RUN,Jeopardy!
MOVIES ANY TIME,Jeopardy!
YOUR COLLEGE I.D.,Jeopardy!
DICTIONARY ABBR.,Jeopardy!
MUSICALS BY SONGS,Double Jeopardy!
D(5 LETTERS)D,Double Jeopardy!
ARTHUR-IAN AUTHORS,Double Jeopardy!
"LIBYA, LIBYA, LIBYA",Double Jeopardy!
"ON THE LABEL, LABEL, LABEL",Double Jeopardy!
MOVIE LOCATIONS,Jeopardy!
THE U.S. PRESIDENT WHO...,Jeopardy!
THE MISSPELED WORD,Jeopardy!
LET'S MAKE THIS,Jeopardy!
A SEPTEMBER TO REMEMBER,Jeopardy!
BESTSELLING PAGETURNERS,Double Jeopardy!
'60s NO. 1 HITS,Double Jeopardy!
"HANG A ""UE""",Double Jeopardy!
GENUS I.Q.,Double Jeopardy!
THE ORIENT EXPRESS,Double Jeopardy!
BRITISH HISTORY DATEBOOK,Jeopardy!
TV's SUPPORTING CASTS,Jeopardy!
THE WHISKEY TRAIL,Jeopardy!
"""ARD"" STUFF",Jeopardy!
RHETT-ORIC,Jeopardy!
THE SECOND TIME AROUND,Double Jeopardy!
LANGUAGE,Double Jeopardy!
ABLE ANIMALS,Double Jeopardy!
STAMP COLLECTING,Double Jeopardy!
RHETORIC,Double Jeopardy!
AUTHORS' QUOTATIONS,Final Jeopardy!
POP GOES THE MUSICAL,Jeopardy!
SPOT THE POOCH,Jeopardy!
I'M SURPRISED,Jeopardy!
"NEW YORK, NEW JERSEY & CONNECTICUT",Double Jeopardy!
THAT'S MY MOVIE!,Double Jeopardy!
TO MAKE A SHORT STORY SHORT,Double Jeopardy!
SAX,Double Jeopardy!
PISTOLS,Double Jeopardy!
"""UNK"" ROCK",Double Jeopardy!
TRADEMARKS,Final Jeopardy!
A STAR IS BORN,Jeopardy!
SHORT ORDER SHORTHAND,Jeopardy!
THE REAL MIDDLE EARTH,Jeopardy!
HOLD IT!,Jeopardy!
"""S.B.""",Jeopardy!
AT A LOW POINT,Double Jeopardy!
BOATING,Double Jeopardy!
BEASTLY WORDS & PHRASES,Double Jeopardy!
NERVOUS REX,Double Jeopardy!
HISTORIC SUPREME COURT DECISIONS,Jeopardy!
NOT-SO-UGLY BETTY,Jeopardy!
IT'S A CRIME!,Jeopardy!
CONTINENTAL EXTREMES,Jeopardy!
DUMB GUYS' GREATEST INVENTIONS,Jeopardy!
"""F"" I DO SAY SO",Jeopardy!
IN THE BOOKSTORE,Double Jeopardy!
NAME THE MOVIE SPORT,Double Jeopardy!
"OPERA, LIKE IT OR NOT",Double Jeopardy!
GUYS & DUDES,Double Jeopardy!
GENIUS BY MUSE,Double Jeopardy!
IT'S OK TO SAY IT BACKWARDS,Double Jeopardy!
A NATION OF ASIA,Jeopardy!
FORBES MAGAZINE'S RICHEST,Jeopardy!
"RODENT, MARSUPIAL OR PRIMATE",Jeopardy!
"HELLO, NEWMAN",Jeopardy!
"THE ""BLUE""s",Jeopardy!
LAST NAME MEANINGS,Double Jeopardy!
GEOLOGY TEST,Double Jeopardy!
"""J"" WALKING",Double Jeopardy!
THE BLUES,Double Jeopardy!
BRITISH NOVELISTS,Jeopardy!
UP ON MOUNT RUSHMORE,Jeopardy!
GENESIS QUOTE FILL-IN,Jeopardy!
UNUSUAL COUNTRY MUSIC LYRICS,Jeopardy!
"""M.C."" 5",Jeopardy!
OUR WATERY WORLD,Double Jeopardy!
TV PERSONALITY MARRIAGES,Double Jeopardy!
CHICKS DIG ME,Double Jeopardy!
ANAGRAM ZOO,Double Jeopardy!
"DOWN IN THE ""VALLEY""",Double Jeopardy!
BUDDHISM'S EIGHTFOLD PATH,Jeopardy!
ASSUME THE POSITION,Jeopardy!
HONEST AL TREBEK'S USED CARS,Jeopardy!
FAMILIAR SONGS,Jeopardy!
"FOR THE ""MAIN"" COURSE",Jeopardy!
JAPANESE HISTORY,Double Jeopardy!
MR. MOVIEFONE,Double Jeopardy!
THE INDY 5,Double Jeopardy!
"CITIES BY THE ""TON""",Double Jeopardy!
MEDICINE IN LAYMAN'S TERMS,Double Jeopardy!
BLENDED WORDS,Double Jeopardy!
NATURE,Final Jeopardy!
WE'RE NO. 1,Jeopardy!
FABRICS & TEXTILES,Jeopardy!
LASTS,Jeopardy!
SOCIOLOGY,Double Jeopardy!
COLONIALISM IN AFRICA,Jeopardy!
FICTIONAL GAMES,Jeopardy!
RESTAURANT LINGO,Jeopardy!
STATES BY STATE PARKS,Jeopardy!
STUPID ANSWERS: THE BRITISH EDITION,Jeopardy!
THE NATIONAL MUSEUM OF THE MARINE CORPS,Jeopardy!
FUNNY LADIES IN SHAKESPEARE,Double Jeopardy!
TEAM PLAYERS,Double Jeopardy!
THE NEW YORK TIMES COLUMNISTS,Double Jeopardy!
WHAT'S THE MARTYR WITH YOU?,Double Jeopardy!
RECENT SPACE NEWS,Double Jeopardy!
YOU TUBA,Double Jeopardy!
NO. 1 HITS OF THE 1970s,Final Jeopardy!
HAVE A (COUNTY) SEAT,Jeopardy!
TOUCH-TONE TELEPHONE TUNES,Jeopardy!
SPORTS RHYME TIME,Jeopardy!
STEPHEN KING,Jeopardy!
ORDINAL MOVIES,Double Jeopardy!
IT'S MY PARTY,Double Jeopardy!
SCI FI-DELITY,Double Jeopardy!
ECOLOGY,Final Jeopardy!
THE '60s,Jeopardy!
GAME SHOW HOSTS,Jeopardy!
PASTA BAR,Jeopardy!
CHICKEN,Jeopardy!
GORDON,Jeopardy!
"""BLUE""",Jeopardy!
THE EASTERN HEMISPHERE,Double Jeopardy!
OSCAR-WINNING FILMS IN OTHER WORDS,Double Jeopardy!
THE NATIONAL PASTIME,Double Jeopardy!
AUSTEN-TATIOUS,Double Jeopardy!
IT'S JAPANESE TO ME,Double Jeopardy!
TIME FOR A ROUND OF GOLF,Jeopardy!
EDUCATION,Jeopardy!
BODILY FLUIDS,Jeopardy!
TRAVEL FUN,Jeopardy!
"""FE"", ""FI"", ""FO"" OR ""FUM""",Jeopardy!
SPACE SCIENCE,Double Jeopardy!
YOU DON'T KNOW JACK NICHOLSON,Double Jeopardy!
I WAS HIS VEEP,Double Jeopardy!
FUN WITH NUMBERS,Final Jeopardy!
PLACES IN THE HEART,Jeopardy!
NOT WITHOUT MY DAUGHTER,Jeopardy!
PUNCHLINE,Jeopardy!
SOAPDISH,Jeopardy!
FLYING,Jeopardy!
"""NONE""",Jeopardy!
GARY WRITES A NOVEL,Double Jeopardy!
BLESSED ARE THE PEACEMAKERS,Double Jeopardy!
ERIC STOLTZ WAS IN THAT?,Double Jeopardy!
REAL U.S. CITIES,Double Jeopardy!
SINGERS,Final Jeopardy!
HILARY DUFF STUFF,Jeopardy!
YUM YUM!,Jeopardy!
LOUISIANA,Double Jeopardy!
SLOW-POURRI,Double Jeopardy!
FORMER WORLD LEADERS,Double Jeopardy!
PATRIOTIC SONG TITLES,Double Jeopardy!
MEDICINES,Double Jeopardy!
THE TOY BOX,Final Jeopardy!
2 NUMBERS PLEASE,Jeopardy!
SHAKESPEARE: THE REALITY SHOW,Jeopardy!
EYE CANDY,Jeopardy!
"PUT ME IN, COACH!",Jeopardy!
"""CENTER"" FIELD",Jeopardy!
CLASSIC TV DRAMA EPISODES,Double Jeopardy!
OBI-WAN KENOBI'S YARD SALE,Double Jeopardy!
DR. OZ,Double Jeopardy!
MYTHOLOGICAL SIBLINGS,Double Jeopardy!
"IT'S AUSTRALIA, MATE",Jeopardy!
THE QUOTABLE BEN STILLER,Jeopardy!
Rx MARKS THE SPOT,Jeopardy!
IT WAS THE '60s,Jeopardy!
BEATLE WANNABES?,Jeopardy!
"WE WANNA KNOW ""Y""",Jeopardy!
BASS LINES,Double Jeopardy!
A 5-COURSE MEAL,Double Jeopardy!
"""THIN"" IS IN",Double Jeopardy!
STATE OF THE UNION ADDRESSES,Jeopardy!
"FRED THOMPSON, ACTING SENATOR",Jeopardy!
JUDAISM,Jeopardy!
"""AIN"" DROPS",Jeopardy!
"A NEBRASKA CORNHUSKER, OR...",Jeopardy!
KISSING UP TO THE BOSS,Jeopardy!
A BALTIC CRUISE,Double Jeopardy!
THIS MOVIE IS A DISASTER!,Double Jeopardy!
BATTLE STATIONS,Double Jeopardy!
UNIVERSITY LATIN CLASS,Double Jeopardy!
2-LETTER ABBREV.,Double Jeopardy!
BROADWAY MUSICALS,Final Jeopardy!
"SINGING THE ""BLUE""S",Jeopardy!
COMING UP IN '99,Jeopardy!
FAUX FRENCH,Jeopardy!
CANDY BARS,Jeopardy!
BEASTS,Jeopardy!
ROAMIN' WITH THE ROMANS,Double Jeopardy!
ALL THAT GLITTERS....,Double Jeopardy!
TURN OF THE CENTURY FILMS,Double Jeopardy!
NAME THAT ROYAL,Double Jeopardy!
CATCHPHRASES,Double Jeopardy!
